Schulform;FSP;BG;Fach;Bezeichnung;KZ_Bereich;Flag;Sortierung;Sortierung2;geaendert
SK;;***;SQ;Spanisch, außerhalb des regulären Fachunterrichts;0;1;19;6;2016-02-22 13:22:59
SR;;***;SQ;Spanisch, außerhalb des regulären Fachunterrichts;0;1;19;4;2016-03-23 11:27:14
BK;;***;SR;Sonstige Fremdsprachen;-1;1;19;0;
FW;;***;SR;Sonstige Fremdsprachen;0;1;19;1;2016-02-22 14:59:10
GE;;***;SR;Sonstige Fremdsprachen;;1;19;13;2020-08-13 10:35:34
GM;;***;SR;Sonstige Fremdsprachen;0;1;19;13;2017-02-07 10:44:33
GY;;***;SR;Sonstige Fremdsprachen;;1;19;13;2016-02-22 15:55:47
H;;***;SR;Sonstige Fremdsprachen;;1;19;8;2016-02-22 15:58:11
PS;;***;SR;Sonstige Fremdsprachen;0;1;19;12;2016-02-22 16:03:47
R;;***;SR;Sonstige Fremdsprachen;;1;19;12;2016-03-23 11:06:39
S;;***;SR;Sonstige Fremdsprachen;0;1;19;9;2017-04-11 15:49:13
SB;;***;SR;Sonstige Fremdsprachen;;1;19;0;
SG;;***;SR;Sonstige Fremdsprachen;;1;19;12;2016-02-22 13:36:39
SK;;***;SR;Sonstige Fremdsprachen;0;1;19;13;2016-02-22 13:23:50
SR;;***;SR;Sonstige Fremdsprachen;;1;19;11;2016-03-23 11:29:43
V;;***;SR;Sonstige Fremdsprachen;;1;19;6;2016-02-22 13:11:22
WB;;***;SR;Sonstige Fremdsprachen;0;1;19;4;2016-02-22 13:07:52
G;;***;SU;Sachunterricht;;1;19;6;2016-02-22 15:00:21
PS;;***;SU;Sachunterricht;0;1;19;13;2016-02-22 16:03:48
S;;***;SU;Sachunterricht;0;1;19;10;2017-04-11 15:49:15
V;;***;SU;Sachunterricht;;1;19;7;2016-02-22 13:11:24
BK;;***;SW;Sozialwissenschaften;0;1;19;0;
GE;;***;SW;Sozialwissenschaften;;1;19;14;2020-08-13 10:35:41
GM;;***;SW;Sozialwissenschaften;0;1;19;14;2017-02-07 10:44:38
GY;;***;SW;Sozialwissenschaften;;1;19;14;2019-04-08 11:10:28
H;;***;SW;Sozialwissenschaften;0;1;19;9;2016-02-22 15:58:13
PS;;***;SW;Sozialwissenschaften;0;1;19;14;2016-02-22 16:03:52
R;;***;SW;Sozialwissenschaften;;1;19;13;2016-03-23 11:07:00
S;;***;SW;Sozialwissenschaften;0;1;19;11;2017-04-11 15:49:19
SB;;***;SW;Sozialwissenschaften;0;1;19;0;
SG;;***;SW;Sozialwissenschaften;;1;19;13;2016-02-22 13:36:44
SK;;***;SW;Sozialwissenschaften;0;1;19;14;2016-02-22 13:23:53
SR;;***;SW;Sozialwissenschaften;;1;19;12;2016-03-23 11:29:47
V;;***;SW;Sozialwissenschaften;;1;19;8;2016-02-22 13:11:28
WB;;***;SW;Sozialwissenschaften;0;1;19;5;2016-02-22 13:07:53
GE;;***;SZ;Sozialwissenschaften/Wirtschaft;0;1;19;14;2019-04-08 10:51:22
GM;;***;SZ;Sozialwissenschaften/Wirtschaft;0;1;19;15;2019-04-08 11:34:32
GY;;***;SZ;Sozialwissenschaften/Wirtschaft;0;1;19;15;2019-04-08 11:01:36
PS;;***;SZ;Sozialwissenschaften/Wirtschaft;0;1;19;15;2019-04-08 11:51:40
SG;;***;SZ;Sozialwissenschaften/Wirtschaft;0;1;19;14;2019-04-08 12:47:01
SK;;***;SZ;Sozialwissenschaften/Wirtschaft;0;1;19;15;2019-04-08 13:06:41
WB;;***;SZ;Sozialwissenschaften/Wirtschaft;0;1;19;6;2019-04-08 13:38:08
BK;;***;T;Türkisch;0;1;20;0;
H;;***;T;Türkisch;0;1;20;1;2016-02-22 15:58:15
SB;;***;T;Türkisch;0;1;20;0;
SK;;H;T;Türkisch;0;1;20;5;2016-04-18 10:53:48
SK;;H;T;Türkisch;0;2;20;5;2016-04-18 10:54:06
WB;;***;T;Türkisch;0;1;20;1;2016-02-22 13:07:14
GE;;***;T0;Türkisch, regulärer Beginn in der Einführungsphase;0;1;20;5;2020-08-13 10:35:54
GE;;***;T0;Türkisch, regulärer Beginn in der Einführungsphase;0;2;20;5;2020-08-13 10:35:50
GM;;***;T0;Türkisch, regulärer Beginn in der Einführungsphase;0;1;20;5;2017-02-07 10:37:40
GM;;***;T0;Türkisch, regulärer Beginn in der Einführungsphase;0;2;20;5;2017-02-07 10:37:39
GY;;***;T0;Türkisch, regulärer Beginn in der Einführungsphase;0;1;20;5;2016-02-22 15:55:59
GY;;***;T0;Türkisch, regulärer Beginn in der Einführungsphase;0;2;20;5;2016-02-22 15:56:02
PS;;***;T0;Türkisch, regulärer Beginn in der Einführungsphase;0;1;20;4;2016-02-22 16:04:01
PS;;***;T0;Türkisch, regulärer Beginn in der Einführungsphase;0;2;20;4;2016-02-22 16:04:11
SG;;***;T0;Türkisch, regulärer Beginn in der Einführungsphase;0;1;20;1;2016-02-22 13:36:45
SG;;***;T0;Türkisch, regulärer Beginn in der Einführungsphase;0;2;20;1;2016-02-22 13:36:46
GE;;***;T5;Türkisch, regulärer Beginn in Jahrgang 5;;1;20;1;2016-02-22 15:07:15
GE;;***;T5;Türkisch, regulärer Beginn in Jahrgang 5;0;2;20;1;2016-02-22 15:07:16
GM;;***;T5;Türkisch, regulärer Beginn in Jahrgang 5;0;1;20;1;2016-02-22 15:50:25
GM;;***;T5;Türkisch, regulärer Beginn in Jahrgang 5;0;2;20;1;2016-02-22 15:50:27
GY;;***;T5;Türkisch, regulärer Beginn in Jahrgang 5;;1;20;1;2016-02-22 15:55:53
GY;;***;T5;Türkisch, regulärer Beginn in Jahrgang 5;0;2;20;1;2016-02-22 15:55:53
PS;;***;T5;Türkisch, regulärer Beginn in Jahrgang 5;0;1;20;1;2016-02-22 16:03:54
PS;;***;T5;Türkisch, regulärer Beginn in Jahrgang 5;0;2;20;1;2016-02-22 16:03:54
R;;***;T5;Türkisch, regulärer Beginn in Jahrgang 5;0;1;20;1;2016-03-23 11:09:05
R;;***;T5;Türkisch, regulärer Beginn in Jahrgang 5;0;2;20;1;2016-03-23 12:58:56
SG;;***;T5;Türkisch, regulärer Beginn in Jahrgang 5;;1;20;2;2016-02-22 13:36:47
SG;;***;T5;Türkisch, regulärer Beginn in Jahrgang 5;0;2;20;2;2016-02-22 13:36:48
SK;;***;T5;Türkisch, regulärer Beginn in Jahrgang 5;0;1;20;1;2016-02-23 11:09:51
SK;;***;T5;Türkisch, regulärer Beginn in Jahrgang 5;0;2;20;1;2016-02-23 11:09:52
SR;;***;T5;Türkisch, regulärer Beginn in Jahrgang 5;0;1;20;1;2016-03-23 11:19:43
SR;;***;T5;Türkisch, regulärer Beginn in Jahrgang 5;0;2;20;1;2016-03-23 13:00:00
GE;;***;T6;Türkisch, regulärer Beginn in Jahrgang 6;0;1;20;2;2016-02-22 15:07:17
GE;;***;T6;Türkisch, regulärer Beginn in Jahrgang 6;0;2;20;2;2016-02-22 15:07:22
GM;;***;T6;Türkisch, regulärer Beginn in Jahrgang 6;0;1;20;2;2016-02-22 15:50:27
GM;;***;T6;Türkisch, regulärer Beginn in Jahrgang 6;0;2;20;2;2016-02-22 15:50:28
GY;;***;T6;Türkisch, regulärer Beginn in Jahrgang 6;0;1;20;2;2016-02-22 15:55:54
GY;;***;T6;Türkisch, regulärer Beginn in Jahrgang 6;0;2;20;2;2016-02-22 15:55:55
PS;;***;T6;Türkisch, regulärer Beginn in Jahrgang 6;0;1;20;2;2016-02-22 16:03:55
PS;;***;T6;Türkisch, regulärer Beginn in Jahrgang 6;0;2;20;2;2016-02-22 16:03:56
R;;***;T6;Türkisch, regulärer Beginn in Jahrgang 6;0;1;20;2;2016-03-23 11:12:03
R;;***;T6;Türkisch, regulärer Beginn in Jahrgang 6;0;2;20;2;2016-03-23 12:58:56
SG;;***;T6;Türkisch, regulärer Beginn in Jahrgang 6;0;1;20;3;2016-02-22 13:36:49
SG;;***;T6;Türkisch, regulärer Beginn in Jahrgang 6;0;2;20;3;2020-08-13 09:21:33
SK;;***;T6;Türkisch, regulärer Beginn in Jahrgang 6;0;1;20;2;2016-02-23 11:09:52
SK;;***;T6;Türkisch, regulärer Beginn in Jahrgang 6;0;2;20;2;2016-02-23 11:09:53
SR;;***;T6;Türkisch, regulärer Beginn in Jahrgang 6;0;1;20;2;2016-03-23 11:19:43
SR;;***;T6;Türkisch, regulärer Beginn in Jahrgang 6;0;2;20;2;2016-03-23 13:00:00
GE;;***;T7;Türkisch, regulärer Beginn in Jahrgang 7;0;1;20;3;2020-08-13 10:35:42
GE;;***;T7;Türkisch, regulärer Beginn in Jahrgang 7;0;2;20;3;2020-08-13 10:35:44
GM;;***;T7;Türkisch, regulärer Beginn in Jahrgang 7;0;1;20;3;2016-02-22 15:50:28
GM;;***;T7;Türkisch, regulärer Beginn in Jahrgang 7;0;2;20;3;2016-02-22 15:50:30
GY;;***;T7;Türkisch, regulärer Beginn in Jahrgang 7;;1;20;3;2016-02-22 15:55:55
GY;;***;T7;Türkisch, regulärer Beginn in Jahrgang 7;0;2;20;3;2016-02-22 15:55:56
R;;***;T7;Türkisch, regulärer Beginn in Jahrgang 7;0;1;20;3;2016-03-23 11:12:04
R;;***;T7;Türkisch, regulärer Beginn in Jahrgang 7;0;2;20;3;2016-03-23 12:58:57
SG;;***;T7;Türkisch, regulärer Beginn in Jahrgang 7;0;1;20;4;2020-08-13 09:21:35
SG;;***;T7;Türkisch, regulärer Beginn in Jahrgang 7;0;2;20;4;2020-08-13 09:21:34
SK;;***;T7;Türkisch, regulärer Beginn in Jahrgang 7;0;1;20;3;2016-02-23 11:09:54
SK;;***;T7;Türkisch, regulärer Beginn in Jahrgang 7;0;2;20;3;2016-02-23 11:09:55
GE;;***;T8;Türkisch, regulärer Beginn in Jahrgang 8;;1;20;4;2020-08-13 10:35:49
GE;;***;T8;Türkisch, regulärer Beginn in Jahrgang 8;0;2;20;4;2020-08-13 10:35:46
GM;;***;T8;Türkisch, regulärer Beginn in Jahrgang 8;0;1;20;4;2016-02-22 15:50:30
GM;;***;T8;Türkisch, regulärer Beginn in Jahrgang 8;0;2;20;4;2016-02-22 15:50:32
GY;;***;T8;Türkisch, regulärer Beginn in Jahrgang 8;;1;20;4;2016-02-22 15:55:57
GY;;***;T8;Türkisch, regulärer Beginn in Jahrgang 8;0;2;20;4;2016-02-22 15:55:58
PS;;***;T8;Türkisch, regulärer Beginn in Jahrgang 8;0;1;20;3;2016-02-22 16:03:57
PS;;***;T8;Türkisch, regulärer Beginn in Jahrgang 8;0;2;20;3;2016-02-22 16:03:58
R;;***;T8;Türkisch, regulärer Beginn in Jahrgang 8;0;1;20;4;2016-03-23 11:12:06
R;;***;T8;Türkisch, regulärer Beginn in Jahrgang 8;0;2;20;4;2016-03-23 12:59:03
SG;;***;T8;Türkisch, regulärer Beginn in Jahrgang 8;0;1;20;5;2020-08-13 09:21:36
SG;;***;T8;Türkisch, regulärer Beginn in Jahrgang 8;0;2;20;5;2020-08-13 09:21:38
SK;;***;T8;Türkisch, regulärer Beginn in Jahrgang 8;0;1;20;4;2016-02-23 11:09:56
SK;;***;T8;Türkisch, regulärer Beginn in Jahrgang 8;0;2;20;4;2016-02-23 11:09:57
SR;;***;T8;Türkisch, regulärer Beginn in Jahrgang 8;0;1;20;3;2016-03-23 11:27:43
SR;;***;T8;Türkisch, regulärer Beginn in Jahrgang 8;0;2;20;4;2016-03-23 13:00:01
GE;;***;TC;Technik;;1;20;7;2020-08-13 10:35:58
GM;;R;TC;Technik;0;1;20;7;2017-02-07 10:44:41
GM;;GY;TC;Technik;0;1;20;7;2017-02-07 10:44:41
GY;;***;TC;Technik;;1;20;7;2016-02-22 15:56:06
H;;R;TC;Technik;0;1;20;2;2016-02-22 15:58:16
PS;;***;TC;Technik;0;1;20;6;2016-02-22 16:04:17
R;;***;TC;Technik;;1;20;6;2016-03-23 11:11:13
S;;***;TC;Technik;0;1;20;1;2016-02-22 14:36:51
SG;;***;TC;Technik;;1;20;7;2020-08-13 09:21:41
SK;;***;TC;Technik;0;1;20;7;2016-02-22 13:24:10
SR;;***;TC;Technik;;1;20;6;2016-03-23 11:30:13
WB;;***;TC;Technik;0;1;20;2;2016-02-22 13:07:24
BK;;***;TG;Technische Grundbildung;-1;1;20;0;
SB;;***;TG;Technische Grundbildung;;1;20;0;
GE;;***;TH;Herkunftssprache anstelle einer Pflichtfremdsprache - Türkisch;;1;20;8;2020-08-13 10:35:58
GM;;***;TH;Herkunftssprache anstelle einer Pflichtfremdsprache - Türkisch;0;1;20;8;2018-03-07 12:09:45
GY;;***;TH;Herkunftssprache anstelle einer Pflichtfremdsprache - Türkisch;;1;20;8;2018-03-07 12:10:21
H;;R;TH;Herkunftssprache anstelle einer Pflichtfremdsprache - Türkisch;0;1;20;3;2016-02-22 15:58:16
PS;;***;TH;Herkunftssprache anstelle einer Pflichtfremdsprache - Türkisch;0;1;20;7;2018-03-07 12:09:43
R;;***;TH;Herkunftssprache anstelle einer Pflichtfremdsprache - Türkisch;;1;20;7;2018-03-07 12:09:42
S;;***;TH;Herkunftssprache anstelle einer Pflichtfremdsprache - Türkisch;0;1;20;2;2018-03-07 12:09:47
SG;;***;TH;Herkunftssprache anstelle einer Pflichtfremdsprache - Türkisch;;1;20;8;2020-08-13 09:21:42
SK;;***;TH;Herkunftssprache anstelle einer Pflichtfremdsprache - Türkisch;0;1;20;8;2018-03-07 12:09:48
SR;;***;TH;Herkunftssprache anstelle einer Pflichtfremdsprache - Türkisch;;1;20;5;2018-03-07 12:09:50
BK;;***;TI;Technische Informatik;0;1;20;0;2020-06-03 11:45:25
SB;;***;TI;Technische Informatik;0;1;20;0;2020-06-03 11:47:34
G;;***;TM;Unterricht in der Herkunftssprache - Türkisch;;1;20;1;2016-02-22 15:00:23
GE;;***;TM;Unterricht in der Herkunftssprache - Türkisch;;1;20;9;2020-08-13 10:36:06
GM;;***;TM;Unterricht in der Herkunftssprache - Türkisch;0;1;20;9;2017-02-07 10:44:43
GY;;***;TM;Unterricht in der Herkunftssprache - Türkisch;;1;20;9;2016-02-22 15:56:08
H;;***;TM;Unterricht in der Herkunftssprache - Türkisch;;1;20;4;2016-02-22 15:58:17
PS;;***;TM;Unterricht in der Herkunftssprache - Türkisch;0;1;20;8;2016-02-22 16:04:20
R;;***;TM;Unterricht in der Herkunftssprache - Türkisch;;1;20;8;2016-03-23 11:11:15
S;;***;TM;Unterricht in der Herkunftssprache - Türkisch;0;1;20;3;2016-02-22 14:37:10
SG;;***;TM;Unterricht in der Herkunftssprache - Türkisch;;1;20;9;2020-08-13 09:21:53
SK;;***;TM;Unterricht in der Herkunftssprache - Türkisch;0;1;20;9;2016-02-22 13:24:14
SR;;***;TM;Unterricht in der Herkunftssprache - Türkisch;;1;20;8;2016-03-23 11:30:24
V;;***;TM;Unterricht in der Herkunftssprache - Türkisch;;1;20;1;2016-02-22 13:11:30
GE;;***;TQ;Türkisch, außerhalb des regulären Fachunterrichts;0;1;20;6;2020-08-13 10:35:56
GM;;***;TQ;Türkisch, außerhalb des regulären Fachunterrichts;0;1;20;6;2017-02-07 10:44:40
GY;;***;TQ;Türkisch, außerhalb des regulären Fachunterrichts;0;1;20;6;2016-02-22 15:56:05
PS;;***;TQ;Türkisch, außerhalb des regulären Fachunterrichts;0;1;20;5;2016-02-22 16:04:15
R;;***;TQ;Türkisch, außerhalb des regulären Fachunterrichts;0;1;20;5;2016-03-23 11:09:11
SG;;***;TQ;Türkisch, außerhalb des regulären Fachunterrichts;0;1;20;6;2020-08-13 09:21:40
SK;;***;TQ;Türkisch, außerhalb des regulären Fachunterrichts;0;1;20;6;2016-02-22 13:24:09
SR;;***;TQ;Türkisch, außerhalb des regulären Fachunterrichts;0;1;20;4;2016-03-23 11:27:44
BK;;***;TV;Textverarbeitung;-1;1;20;0;
SB;;***;TV;Textverarbeitung;;1;20;0;
GE;;***;TX;Textilgestaltung;;1;20;9;2016-02-22 15:07:37
GM;;***;TX;Textilgestaltung;0;1;20;10;2017-02-07 10:44:53
GY;;***;TX;Textilgestaltung;;1;20;10;2016-02-22 15:56:10
H;;***;TX;Textilgestaltung;;1;20;5;2016-02-22 15:58:18
PS;;***;TX;Textilgestaltung;0;1;20;9;2016-02-22 16:04:23
R;;***;TX;Textilgestaltung;;1;20;9;2016-03-23 11:11:19
S;;***;TX;Textilgestaltung;0;1;20;4;2016-02-22 14:37:20
SG;;***;TX;Textilgestaltung;;1;20;9;2016-02-22 13:37:08
SK;;***;TX;Textilgestaltung;0;1;20;10;2016-02-22 13:24:18
SR;;***;TX;Textilgestaltung;;1;20;7;2016-03-23 11:30:16
V;;***;TX;Textilgestaltung;;1;20;2;2016-02-22 13:11:31
BK;;***;TZ;Technisches Zeichnen / Fachzeichnen;-1;1;20;0;
SB;;***;TZ;Technisches Zeichnen / Fachzeichnen;;1;20;0;
GE;;***;UH;Herkunftssprache anstelle einer Pflichtfremdsprache - Russisch;;1;21;2;2016-02-22 15:07:40
GM;;***;UH;Herkunftssprache anstelle einer Pflichtfremdsprache - Russisch;0;1;21;3;2018-04-04 14:07:40
GY;;***;UH;Herkunftssprache anstelle einer Pflichtfremdsprache - Russisch;;1;21;3;2018-04-04 16:41:26
H;;R;UH;Herkunftssprache anstelle einer Pflichtfremdsprache - Russisch;0;1;21;1;2016-02-22 15:58:19
PS;;***;UH;Herkunftssprache anstelle einer Pflichtfremdsprache - Russisch;0;1;21;2;2016-02-22 16:04:40
R;;***;UH;Herkunftssprache anstelle einer Pflichtfremdsprache - Russisch;;1;21;1;2016-02-22 16:08:42
S;;***;UH;Herkunftssprache anstelle einer Pflichtfremdsprache - Russisch;;1;21;1;2016-02-22 14:37:31
SG;;***;UH;Herkunftssprache anstelle einer Pflichtfremdsprache - Russisch;;1;21;3;2018-04-05 11:35:33
SK;;***;UH;Herkunftssprache anstelle einer Pflichtfremdsprache - Russisch;0;1;21;2;2016-02-22 13:24:21
SR;;***;UH;Herkunftssprache anstelle einer Pflichtfremdsprache - Russisch;;1;21;1;2016-02-22 13:13:28
BK;;***;UM;Unterricht in der Herkunftssprache - Rumänisch;0;1;21;0;2018-04-05 10:38:49
G;;***;UM;Unterricht in der Herkunftssprache - Rumänisch;0;1;21;1;2018-04-03 15:53:23
GE;;***;UM;Unterricht in der Herkunftssprache - Rumänisch;0;1;21;3;2018-04-04 16:01:27
GM;;***;UM;Unterricht in der Herkunftssprache - Rumänisch;0;1;21;2;2018-04-04 14:07:35
GY;;***;UM;Unterricht in der Herkunftssprache - Rumänisch;0;1;21;2;2018-04-04 16:41:16
H;;***;UM;Unterricht in der Herkunftssprache - Rumänisch;0;1;21;2;2018-04-04 17:10:00
PS;;***;UM;Unterricht in der Herkunftssprache - Rumänisch;0;1;21;3;2018-04-05 09:57:06
R;;***;UM;Unterricht in der Herkunftssprache - Rumänisch;0;1;21;2;2018-04-05 09:33:04
S;;***;UM;Unterricht in der Herkunftssprache - Rumänisch;0;1;21;2;2018-04-04 13:28:26
SG;;***;UM;Unterricht in der Herkunftssprache - Rumänisch;0;1;21;2;2018-04-05 11:34:39
SK;;***;UM;Unterricht in der Herkunftssprache - Rumänisch;0;1;21;3;2018-04-05 10:15:52
SR;;***;UM;Unterricht in der Herkunftssprache - Rumänisch;0;1;21;2;2018-04-05 11:53:01
V;;***;UM;Unterricht in der Herkunftssprache - Rumänisch;0;1;21;1;2018-04-05 11:16:57
G;;***;UU;fächerübergreifender Unterricht (Sprache/Sachunt./Mathematik/Förderunt.);;1;21;2;2018-04-03 15:52:35
PS;;***;UU;fächerübergreifender Unterricht (Sprache/Sachunt./Mathematik/Förderunt.);0;1;21;4;2018-04-05 09:57:09
S;;***;UU;fächerübergreifender Unterricht (Sprache/Sachunt./Mathematik/Förderunt.);0;1;21;3;2018-04-04 13:28:32
V;;***;UU;fächerübergreifender Unterricht (Sprache/Sachunt./Mathematik/Förderunt.);;1;21;2;2018-04-05 11:17:36
GE;;***;UW;Unterweisung;;1;21;4;2018-04-04 16:02:41
GM;;***;UW;Unterweisung;0;1;21;4;2018-04-04 14:07:48
PS;;***;UW;Unterweisung;0;1;21;5;2018-04-05 09:57:39
SK;;***;UW;Unterweisung;0;1;21;4;2018-04-05 10:15:56
BK;;***;VE;Verwaltungskunde;0;1;22;0;
SB;;***;VE;Verwaltungskunde;0;1;22;0;
G;;***;VF;Fächer im genehmigten Schulversuch und sonstige Fächer;;1;22;1;2018-03-13 09:41:17
GE;;***;VF;Fächer im genehmigten Schulversuch und sonstige Fächer;0;1;22;1;2018-03-13 09:41:04
GM;;***;VF;Fächer im genehmigten Schulversuch und sonstige Fächer;0;1;22;1;2018-03-13 09:40:48
GY;;***;VF;Fächer im genehmigten Schulversuch und sonstige Fächer;;1;22;1;2018-03-13 09:41:19
H;;***;VF;Fächer im genehmigten Schulversuch und sonstige Fächer;;1;22;1;2018-03-13 09:41:25
PS;;***;VF;Fächer im genehmigten Schulversuch und sonstige Fächer;0;1;22;1;2018-03-13 09:40:43
R;;***;VF;Fächer im genehmigten Schulversuch und sonstige Fächer;;1;22;1;2018-04-05 09:23:24
S;;***;VF;Fächer im genehmigten Schulversuch und sonstige Fächer;0;1;22;1;2018-03-13 09:41:07
SG;;***;VF;Fächer im genehmigten Schulversuch und sonstige Fächer;;1;22;1;2018-03-13 09:41:10
SK;;***;VF;Fächer im genehmigten Schulversuch und sonstige Fächer;0;1;22;1;2018-03-13 09:40:56
SR;;***;VF;Fächer im genehmigten Schulversuch und sonstige Fächer;;1;22;1;2018-03-13 09:41:12
V;;***;VF;Fächer im genehmigten Schulversuch und sonstige Fächer;;1;22;1;2018-04-05 11:21:46
WB;;***;VF;Fächer im genehmigten Schulversuch und sonstige Fächer;0;1;22;1;2018-03-13 09:41:13
GE;;***;VH;Herkunftssprache anstelle einer Pflichtfremdsprache - Bulgarisch;0;1;22;2;2018-04-04 15:42:30
GM;;***;VH;Herkunftssprache anstelle einer Pflichtfremdsprache - Bulgarisch;0;1;22;2;2018-04-04 14:58:55
GY;;***;VH;Herkunftssprache anstelle einer Pflichtfremdsprache - Bulgarisch;0;1;22;2;2018-04-04 16:22:55
H;;***;VH;Herkunftssprache anstelle einer Pflichtfremdsprache - Bulgarisch;0;1;22;2;2018-04-04 16:55:22
PS;;***;VH;Herkunftssprache anstelle einer Pflichtfremdsprache - Bulgarisch;0;1;22;2;2018-04-05 09:39:46
R;;***;VH;Herkunftssprache anstelle einer Pflichtfremdsprache - Bulgarisch;0;1;22;2;2018-04-05 09:22:38
S;;***;VH;Herkunftssprache anstelle einer Pflichtfremdsprache - Bulgarisch;0;1;22;2;2018-04-06 16:19:18
SG;;***;VH;Herkunftssprache anstelle einer Pflichtfremdsprache - Bulgarisch;0;1;22;2;2018-04-05 11:37:03
SK;;***;VH;Herkunftssprache anstelle einer Pflichtfremdsprache - Bulgarisch;0;1;22;2;2018-04-05 10:04:25
SR;;***;VH;Herkunftssprache anstelle einer Pflichtfremdsprache - Bulgarisch;0;1;22;2;2018-04-05 11:54:14
BK;;***;VK;Verkaufskunde;0;1;22;0;2006-04-10 15:45:01
SB;;***;VK;Verkaufskunde;0;1;22;0;
BK;;***;VM;Unterricht in der Herkunftssprache - Bulgarisch;0;1;22;0;2018-04-05 10:32:29
G;;***;VM;Unterricht in der Herkunftssprache - Bulgarisch;0;1;22;2;2018-04-03 15:48:30
GE;;***;VM;Unterricht in der Herkunftssprache - Bulgarisch;0;1;22;3;2018-04-04 15:43:04
GM;;***;VM;Unterricht in der Herkunftssprache - Bulgarisch;0;1;22;3;2018-04-04 14:58:57
GY;;***;VM;Unterricht in der Herkunftssprache - Bulgarisch;0;1;22;3;2018-04-04 16:23:14
H;;***;VM;Unterricht in der Herkunftssprache - Bulgarisch;0;1;22;3;2018-04-04 16:55:38
PS;;***;VM;Unterricht in der Herkunftssprache - Bulgarisch;0;1;22;3;2018-04-05 09:39:35
R;;***;VM;Unterricht in der Herkunftssprache - Bulgarisch;0;1;22;3;2018-04-05 09:22:52
S;;***;VM;Unterricht in der Herkunftssprache - Bulgarisch;0;1;22;3;2018-04-06 16:19:51
SG;;***;VM;Unterricht in der Herkunftssprache - Bulgarisch;0;1;22;3;2018-04-05 11:36:49
SK;;***;VM;Unterricht in der Herkunftssprache - Bulgarisch;0;1;22;3;2018-04-05 10:04:15
SR;;***;VM;Unterricht in der Herkunftssprache - Bulgarisch;0;1;22;3;2018-04-05 11:54:32
V;;***;VM;Unterricht in der Herkunftssprache - Bulgarisch;0;1;22;2;2018-04-05 11:17:55
GE;;***;VO;vokalpraktischer Grundkurs;0;1;22;4;2018-04-04 15:43:06
GM;;***;VO;vokalpraktischer Grundkurs;0;1;22;4;2018-04-04 14:59:15
GY;;***;VO;vokalpraktischer Grundkurs;0;1;22;4;2018-04-04 16:24:46
PS;;***;VO;vokalpraktischer Grundkurs;0;1;22;4;2018-04-05 09:40:27
SG;;***;VO;vokalpraktischer Grundkurs;0;1;22;4;2018-04-05 11:37:54
BK;;***;VP;Volkswirtschaftslehre/Politik;;1;22;0;
SB;;***;VP;Volkswirtschaftslehre/Politik;0;1;22;0;2011-05-20 15:37:19
BK;;***;VT;Verfahrenstechnik;-1;1;22;0;
SB;;***;VT;Verfahrenstechnik;;1;22;0;
BK;;***;VW;Volkswirtschaftslehre;-1;1;22;0;
SB;;***;VW;Volkswirtschaftslehre;;1;22;0;
WB;;***;VW;Volkswirtschaftslehre;0;1;22;2;2016-02-22 13:06:55
GE;;***;VX;Vertiefungsfach;0;3;22;4;2018-04-04 15:43:29
GY;;***;VX;Vertiefungsfach;0;3;22;5;2018-04-04 16:24:48
SG;;***;VX;Vertiefungsfach;0;3;22;5;2018-04-05 11:37:59
WB;;***;VX;Vertiefungsfach;0;3;22;3;2016-02-22 13:06:58
S;;***;W;Werken;0;1;23;1;2016-02-22 14:38:46
BK;;***;WG;Wirtschaftsgeographie;-1;1;23;0;
SB;;***;WG;Wirtschaftsgeographie;;1;23;0;
BK;;***;WI;Wirtschaftsinformatik/Organisationslehre;;1;23;0;
SB;;***;WI;Wirtschaftsinformatik/Organisationslehre;;1;23;0;
GE;;***;WP;Wirtschaft-Politik;0;1;23;2;2019-04-08 10:53:56
GM;;***;WP;Wirtschaft-Politik;0;1;23;2;2019-04-08 11:36:11
GY;;***;WP;Wirtschaft-Politik;0;1;23;2;2019-04-08 11:02:44
H;;R;WP;Wirtschaft-Politik;0;1;23;2;2020-05-22 10:03:55
PS;;***;WP;Wirtschaft-Politik;0;1;23;2;2020-05-22 13:19:54
R;;***;WP;Wirtschaft-Politik;0;1;23;2;2020-09-07 11:40:21
S;;***;WP;Wirtschaft-Politik;0;1;23;2;2020-09-07 11:40:22
SG;;***;WP;Wirtschaft-Politik;0;1;23;2;2020-09-07 12:45:38
SK;;***;WP;Wirtschaft-Politik;0;1;23;2;2019-04-08 13:07:26
SR;;***;WP;Wirtschaft-Politik;0;1;23;2;2020-09-07 11:40:23
V;;***;WP;Wirtschaft-Politik;0;1;23;2;2020-09-07 11:43:16
BK;;***;WW;Wirtschaftslehre;-1;1;23;0;2020-09-07 12:44:20
GE;;***;WW;Wirtschaftslehre;0;1;23;3;2019-04-08 10:50:10
GM;;***;WW;Wirtschaftslehre;0;1;23;3;2016-02-22 15:50:45
GY;;***;WW;Wirtschaftslehre;0;1;23;3;2019-04-08 11:11:52
H;;R;WW;Wirtschaftslehre;0;1;23;3;2020-05-22 10:04:21
PS;;***;WW;Wirtschaftslehre;0;1;23;4;2019-04-08 11:50:51
R;;***;WW;Wirtschaftslehre;0;1;23;3;2020-05-22 10:04:41
S;;***;WW;Wirtschaftslehre;0;1;23;3;2020-09-07 11:33:19
